step,fructose,fructose_6_p,allulose,allulose_6_p
0,1.7730882352941177,0.026531307325424976,1.9015634384423397e-05,0.00036144174607295716
1,1.7465750648288856,0.052311620955739685,7.366962129521629e-05,0.0010396445940795973
2,1.7204501276441766,0.07737662706868467,0.00017842038713111104,0.0019948249000076705
3,1.6947037296481011,0.10175892662204106,0.0003457736760582512,0.0031915700537995277
4,1.669326776100823,0.12548837747710367,0.0005864775717582228,0.004598368850315046
5,1.6443107125698777,0.14859239366770055,0.0009097015625792193,0.006187192199842559
6,1.6196474731369686,0.17109620764108774,0.0013232004196209498,0.00793311880232288
7,1.5953294348313283,0.19302310045329088,0.0018334637443366702,0.009814000971044234
8,1.5713493774257168,0.21439460418652895,0.002445852089677213,0.01181016629807717
9,1.547700447864452,0.23523068024958763,0.0031647205761327624,0.013904151309827695
10,1.524376128703703,0.2555498767062459,0.003993530918889135,0.0160804636711621
11,1.5013702100367088,0.2753694673378036,0.00493495276079506,0.01832536986469272
12,1.478676764453951,0.29470557477146053,0.005990955172742573,0.02062670560184615
13,1.4562901246532471,0.31357327968675536,0.007162889142153123,0.022973706517844566
14,1.434204863369418,0.3319867178390931,0.008451561824446098,0.025356856967043
15,1.4124157753393578,0.3499591664055189,0.00985730328386844,0.027767754971255092
16,1.3909178610574486,0.3675031209573971,0.01138002640056095,0.030198991584593434
17,1.3697063121094621,0.38463036419253166,0.01301928057147161,0.03264404312653463
18,1.3487764979013663,0.4013520274112837,0.014774299784599359,0.03509717490275063
19,1.328123953623582,0.4176786455938572,0.016644045599696188,0.03755335518286462
20,1.3077443693118804,0.4336202068260965,0.0186272455243966,0.04000817833762662
21,1.287633579883817,0.44918619672633164,0.020722427233046868,0.04245779615680461
22,1.2677875560448173,0.46438563844384584,0.022927949036417008,0.04489885647491994
23,1.248202395971141,0.47922712872858164,0.02524202697404901,0.04732844832622845
24,1.2288743176882722,0.49371887051019375,0.02766275886721234,0.04974405293432198
25,1.2097996520730783,0.5078687023711568,0.030188145639239862,0.05214349991652542
26,1.190974836416574,0.5216841252522186,0.032816110181308214,0.05452492814989949
27,1.172396408491501,0.5351723266880851,0.03554451401538776,0.056886750805026226
28,1.1540610010753622,0.5483402028359984,0.03837117198198592,0.05922762410665348
29,1.1359653368851443,0.5611943785291337,0.041293865158303564,0.061546419427418564
30,1.1181062238848631,0.573741225559868,0.04431035219237439,0.06384219836289469
31,1.1004805509313482,0.5859868793744626,0.04741837922051983,0.06611419047366943
32,1.083085283727441,0.597937254340095,0.05061568851888803,0.06836177341357619
33,1.0659174610550812,0.6095980577270957,0.053900026024821794,0.07058445519300145
34,1.048974191263669,0.6209748025333621,0.05726914785018958,0.07278185835277966
35,1.0322526489916395,0.6320728192639475,0.060720825896496376,0.07495370584791707
36,1.0157500721014632,0.6428972667665148,0.06425285267045465,0.0770998084615679
37,0.9994637588102745,0.6534531422124914,0.06786304538863525,0.07922005358859938
38,0.9833910650001119,0.6637452903041768,0.07154924945073711,0.08131439524497472
39,0.9675294016933208,0.6737784117795824,0.07530934135282302,0.08338284517427426
40,0.951876232680074,0.6835570712792817,0.07914123110448443,0.08542546493616046
41,0.9364290722862039,0.6930857046329045,0.08304286420724531,0.08744235887364685
42,0.9211854832706546,0.702368625617013,0.08701222324552467,0.08943366786680829
43,0.9061430748428515,0.7114100322308551,0.0910473291360855,0.0913995637902085
44,0.8912995007911706,0.7202140125318393,0.09514624207704818,0.09334024459994257
45,0.8766524577144856,0.7287845500684231,0.09930706223318483,0.09525592998390699
46,0.8621996833494818,0.737125528944413,0.10352793019029177,0.09714685751581406
47,0.8479389549870626,0.7452407385453743,0.10780702720791512,0.09901327925964858
48,0.8338680879717533,0.7531338779549064,0.11214257529654234,0.10085545877679862
49,0.8199849342785203,0.7608085600858981,0.11653283714253301,0.10267366849304925
50,0.806287381161894,0.7682683155495251,0.12097611590151425,0.1044681873870673
51,0.7927733498727023,0.7755165962826334,0.1254707548786807,0.10623929896598427
52,0.7794407944381051,0.7825567789522572,0.1300151371123897,0.10798728949724863
53,0.7662877005009644,0.7893921681543167,0.13460768487560498,0.10971244646911454
54,0.7533120842148968,0.7960259994220087,0.1392468591080965,0.11141505725499856
55,0.7405119911916409,0.8024614420580254,0.14393115879083015,0.1130954079595042
56,0.7278854954976278,0.8087016018034943,0.14865912027266104,0.11475378242621746
57,0.7154306986968811,0.8147495233554131,0.15342931655826367,0.11639046138944266
58,0.7031457289375839,0.8206081927433406,0.15824035656517582,0.11800572175390026
59,0.6910287400798464,0.8262805395751931,0.16309088435688948,0.1195998359880716
60,0.6790779108623887,0.8317694391611674,0.16797957835807786,0.12117307161836656
61,0.6672914441060109,0.8370777145240654,0.1729051505572954,0.12272569081262873
62,0.6556675659518786,0.8422081383036139,0.1778663457018144,0.12425795004269372
63,0.6442045251327831,0.8471634345617595,0.1828619404886635,0.12577009981679446
64,0.6329005922756651,0.8519462804953626,0.18789074275539877,0.12726238447357413
65,0.6217540592338033,0.8565593080621989,0.19295159067366188,0.12873504203033637
66,0.6107632384471782,0.8610051055257232,0.1980433519481579,0.1301883040789413
67,0.5999264623296154,0.8652862189236218,0.20316492302330796,0.13162239572345535
68,0.5892420826814074,0.8694051534648033,0.20831522829949853,0.13303753555429132
69,0.5787084701261908,0.8733643748591198,0.21349321936055257,0.13443393565413744
70,0.5683240135709362,0.8771663105837976,0.21869787421378542,0.1358118016314813
71,0.5580871196879789,0.8808133510902589,0.22392819654377566,0.137171332677987
72,0.5479962124180799,0.8843078509547522,0.2291832149807765,0.13851272164639183
73,0.538049732493574,0.8876521299759609,0.23446198238451152,0.13983615514595402
74,0.5282461369807113,0.8908484742225391,0.23976357514393956,0.14114181365281048
75,0.5185838988403565,0.8938991370333125,0.24508709249343363,0.14242987163289783
76,0.5090615065062541,0.896806339972698,0.2504316558456953,0.14370049767535295
77,0.4996774634801167,0.8995722737437184,0.2557964081416191,0.14495385463454621
78,0.49043028794283133,0.9021990990608301,0.2611805132172272,0.14619009977911185
79,0.48131851238112267,0.9046889474846339,0.26658315518771414,0.1474093849465297
80,0.47234068322904327,0.907043922220405,0.27200353784856945,0.14861185670198263
81,0.463495360523699,0.9092660988822494,0.2774408840936861,0.14979765650036575
82,0.45478111757464673,0.911357526224583,0.28289443535031045,0.15096692085046007
83,0.4461965406464322,0.9133202268425199,0.28836345103064376,0.15211978148040434
84,0.43774022865376344,0.9151561978426589,0.2938472079998694,0.15325636550370855
85,0.4294107928688401,0.9168674114856655,0.2993450000603458,0.15437679558514888
86,0.42120685664038465,0.9184558158019639,0.30485613745168066,0.1554811901059711
87,0.41312705512394204,0.9199233351817719,0.31037994636637933,0.15656966332790706
88,0.40517003502303767,0.9212718709406428,0.31591576848074254,0.15764232555557736
89,0.39733445434080145,0.922503301861608,0.32146296050067547,0.1586992832969154
90,0.38961898214168555,0.9236194847149544,0.32702089372205845,0.15974063942130198
91,0.3820222983229207,0.9246222547566081,0.3325889536053227,0.16076649331514886
92,0.37454309339537134,0.9255134262060482,0.3381665393638686,0.16177694103471232
93,0.367180068273467,0.9262947927046168,0.34375306356596036,0.1627720754559563
94,0.35993193407389956,0.9269681277550522,0.34934795174973055,0.16375198642131808
95,0.3527974119227918,0.9275351851430211,0.3549506420509272,0.1647167608832602
96,0.34577523277105354,0.9279976993413909,0.36056058484303866,0.1656664830445172
97,0.3388641372176553,0.9283573858979414,0.3661772423894333,0.16660123449497036
98,0.3320628753405588,0.928615941807182,0.3718000885071561,0.16752109434510337
99,0.32537020653505644,0.9287750458669061,0.3774286082420284,0.16842613935600934
100,0.3187848993592801,0.9288363590200832,0.38306229755470156,0.16931644406593535
101,0.31230573138664974,0.9288015246826619,0.38870066301732403,0.17019208091336463
102,0.30593148906504103,0.9286721690578273,0.3943432215204846,0.17105312035664733
103,0.29966096758245986,0.9284499014372346,0.3999894999901044,0.1718996309902014
104,0.29349297073901914,0.9281363144897118,0.40563903511395555,0.17273167965731384
105,0.2874263108250205,0.9277329845379069,0.41129137307749347,0.17354933155957944
106,0.28145980850495095,0.9272414718233323,0.41694606930869643,0.17435265036302058
107,0.27559229270721086,0.9266633207602376,0.42260268823161456,0.17514169830093715
108,0.2698226005193961,0.9260000601787273,0.42826080302833774,0.175916536273539
109,0.26414957708896236,0.9252532035575185,0.43391999540910103,0.17667722394441826
110,0.25857207552910605,0.9244242492467215,0.43957985539025274,0.17742381983391975
111,0.2530889568297008,0.923514680681008,0.44523998107981955,0.17815638140947182
112,0.24769908977313335,0.9225259665835165,0.45089997847041,0.17887496517294016
113,0.24240135085488806,0.921459561160837,0.4565594612392062,0.1795796267450687
114,0.23719462420873244,0.9203169042893945,0.4622180505548004,0.18027042094707266
115,0.23207780153636115,0.919099421693548,0.46787537489064224,0.1809474018794487
116,0.22704978204135948,0.9178085251157052,0.4735310698448678,0.18161062299806746
117,0.22210947236735065,0.9164456124787451,0.47918477796629083,0.1822601371876134
118,0.2172557865401953,0.9150120680410263,0.484836148586342,0.18289599683243632
119,0.21248764591411415,0.913509262544257,0.4904848376567506,0.18351825388487814
120,0.20780397912160825,0.9119385533544849,0.49613050759276867,0.18412695993113812
121,0.20320372202705425,0.9103012845964636,0.5017728271217443,0.1847221662547379
122,0.1986858176838541,0.9085987872816406,0.5074114711368582,0.18530392389764716
123,0.19424921629502226,0.9068323794300056,0.5130461205558428,0.18587228371912953
124,0.18989287517709472,0.90500336618603,0.5186764621845092,0.18642729645236633
125,0.18561575872724737,0.9031130399289219,0.5243021885849156,0.18696901275891534
126,0.1814168383935128,0.9011626803774166,0.5299229979480115,0.18749748328105942
127,0.17729509264798707,0.8991535546893114,0.5355385939706029,0.18801275869209896
128,0.17324950696291924,0.8970869175559537,0.541148685736487,0.18851488974464037
129,0.1692790737895793,0.8949640112918821,0.5467529876016076,0.18900392731693128
130,0.16538279253980076,0.892786065919816,0.5523512190830917,0.1894799224572918
131,0.16155966957009646,0.8905542992511842,0.5579431047520301,0.18994292642668947
132,0.15780871816824749,0.8882699169623792,0.5635283741298697,0.190392990739504
133,0.15412895854226652,0.8859341126669176,0.5691067615882895,0.19083016720252677
134,0.15051941781163836,0.8835480679836845,0.5746780062524394,0.19125450795223825
135,0.14697913000074161,0.8811129526014347,0.5802418519074191,0.19166606549040507
136,0.14350713603435702,0.8786299243397199,0.5857980469078864,0.19206489271803726
137,0.14010248373516854,0.8761001292064065,0.5913463440906809,0.19245104296774468
138,0.13676422782316527,0.8735247014519478,0.596886500690357,0.19282457003453046
139,0.13349142991685262,0.8709047636205671,0.602418278257523,0.19318552820505774
140,0.13028315853618264,0.8682414265985069,0.607941442579886,0.19353397228542493
141,0.12713848910711428,0.8655357896594976,0.613455763605905,0.19386995762748357
142,0.1240565039677154,0.8627889405075927,0.6189610153709608,0.1941935401537315
143,0.12103629237571921,0.8600019553175174,0.6244569759259507,0.19450477638081298
144,0.11807695051744882,0.8571758987726736,0.6299434272682214,0.1948037234416565
145,0.11517758151802462,0.8543118241009403,0.6354201552747557,0.1950904391062798
146,0.11233729545276981,0.8514107731084078,0.6408869496375321,0.19536498180129064
147,0.10955520935973044,0.8484737762111817,0.6463436038009772,0.19562741062811118
148,0.1068304472532273,0.8455018524653848,0.6517899149014359,0.19587778537995254
149,0.1041621401383577,0.8424960095954921,0.6572256837085853,0.19611616655756553
150,0.10154942602636606,0.8394572440211211,0.6626507145687205,0.1963426153837929
151,0.09899144995080317,0.8363865408824059,0.6680648153498444,0.19655719381694706
152,0.09648736398439475,0.8332848740640747,0.6734677973884938,0.19675996456303724
153,0.09403632725654099,0.8301532062183523,0.678859475438238,0.19695099108686925
154,0.09163750597136919,0.826992488786805,0.6842396676197866,0.19713033762203971
155,0.08929007342626324,0.8238036620212427,0.6896081953726476,0.19729806917984696
156,0.08699321003079379,0.8205876550037918,0.694964883408275,0.19745425155713983
157,0.08474610332597433,0.8173453856662498,0.7003095596646515,0.1975989513431248
158,0.0825479480037695,0.8140777608088288,0.7056420552622501,0.19773223592515204
159,0.08039794592678211,0.8107856761183958,0.7109622044613223,0.19785417349350015
160,0.07829530614804754,0.8074700161863132,0.7162698446204607,0.19796483304517895
161,0.07623924493086387,0.8041316545259801,0.7215648161563869,0.19806428438676946
162,0.07422898576858822,0.8007714535901759,0.7268469625049162,0.19815259813632
163,0.07226375940433015,0.7973902647883012,0.7321161300830525,0.19822984572431648
164,0.07034280385047433,0.7939889285036124,0.7373721682521681,0.19829609939374568
165,0.06846536440796572,0.7905682741105416,0.7426149292822243,0.1983514321992689
166,0.06663069368529173,0.7871291199921935,0.7478442683169911,0.19839591800552425
167,0.06483805161709685,0.7836722735581044,0.7530600433402244,0.19842963148457488
168,0.06308670548236656,0.7801985312623528,0.7582621151427603,0.19845264811252075
169,0.06137592992211855,0.7767086786221012,0.7634503472904893,0.19846504416529132
170,0.05970500695654059,0.7732034902366522,0.7686246060931715,0.19846689671363607
171,0.05807322600151552,0.7696837298070968,0.7737847605740574,0.19845828361733062
172,0.05647988388447548,0.7661501501566302,0.7789306824402796,0.19843928351861487
173,0.05492428485952852,0.7626034932516109,0.7840622460539801,0.19840997583488068
174,0.05340574062180247,0.7590444902234303,0.7891793284041414,0.19837044075062593
175,0.0519235703209522,0.7554738613912666,0.7942818090790893,0.19832075920869208
176,0.050477100573777904,0.7518923162857841,0.799369570239636,0.1982610129008022
177,0.04906566547590369,0.7483005536738461,0.8044424965928338,0.1981912842574166
178,0.04768860661246713,0.7446992615842983,0.8095004753663115,0.19811165643692322
179,0.04634527306777213,0.7410891173348851,0.8145433962831632,0.1980222133141797
180,0.04503502143385914,0.7374707875603516,0.8195711515373645,0.197923039468425
181,0.0437572158179482,0.7338449282417863,0.824583635769689,0.19781422017057673
182,0.04251122784871222,0.7302121847372556,0.8295807460440994,0.197695841369933
183,0.04129643668133947,0.7265731918137763,0.8345623818245893,0.19756798968029504
184,0.04011222900134602,0.722928573680674,0.8395284449524514,0.19743075236552873
185,0.03895799902710073,0.7192789440243674,0.8444788396239493,0.1972842173245827
186,0.03783314851102709,0.7156249060446214,0.849413472368371,0.19712847307598072
187,0.03673708673944808,0.7119670524923043,0.8543322520264419,0.1969636087418059
188,0.03566923053104212,0.7083059657086845,0.8592350897290784,0.19678971403119527
189,0.03462900423388,0.7046422176662992,0.8641218988764588,0.1966068792233623
190,0.033615839721014534,0.7009763700114229,0.8689925951173971,0.19641519515016584
191,0.0326291763845968,0.6973089741081646,0.8738470963289955,0.19621475317824347
192,0.03166846112849445,0.6936405710842151,0.8786853225965628,0.19600564519072805
193,0.030733148359389832,0.6899716918782668,0.8835071961937784,0.19578796356856545
194,0.029822699976337397,0.6863028572891248,0.8883126415630859,0.19556180117145242
195,0.02893658535876204,0.6826345780265236,0.8931015852963019,0.19532725131841294
196,0.028074281352881793,0.6789673547636645,0.8978739561154222,0.19508440776803201
197,0.027235272256540422,0.6753016781914818,0.9026296848536128,0.1948333646983655
198,0.0264190498024375,0.6716380290746474,0.9073687044363707,0.19457421668654495
199,0.02562511313974535,0.667976878309318,0.9120909498628412,0.1943070586880961
200,0.024852968814104474,0.6643186869826272,0.9167963581872784,0.19403198601599056
201,0.02410213074599087,0.6606639064339235,0.9214848685006376,0.19374909431944878
202,0.023372120207450775,0.6570129783177496,0.9261564219122861,0.19345847956251414
203,0.022662465797200288,0.6533663346685605,0.9308109615318233,0.19316023800241652
204,0.021972703414089283,0.6497243979671693,0.9354484324509974,0.19285446616774474
205,0.021302376228931018,0.6460875812089135,0.9400687817257094,0.19254126083644668
206,0.020651034654700782,0.6424562879735284,0.9446719583580954,0.192220719013676
207,0.020018236315108812,0.6388309124967111,0.9492579132786763,0.1918929379095043
208,0.01940354601155464,0.6352118397433598,0.9538265993285681,0.19155801491651794
209,0.018806535688471928,0.6315994454824675,0.9583779712417433,0.19121604758731772
210,0.018226784397074664,0.6279940963636492,0.9629119856273362,0.19086713361194046
211,0.01766387825751744,0.6243961499952773,0.9674286009519848,0.19051137079522099
212,0.01711741041948435,0.6208059550242004,0.9719277775222029,0.19014885703411286
213,0.01658698102122277,0.6172238512170164,0.9764094774667749,0.18977969029498643
214,0.016072197147040043,0.6136501695428698,0.9808736647191687,0.18940396859092187
215,0.01557267278328276,0.6100852322577409,0.9853203049999609,0.1890217899590158
216,0.015088028772820028,0.6065293529901931,0.9897493657992684,0.1886332524377189
217,0.01461789276805365,0.6029828368285418,0.9941608163591829,0.18823845404422213
218,0.014161899182479802,0.5994459804094084,0.9985546276562028,0.18783749275190934
219,0.013719689140828233,0.5959190720076183,1.0029307723836611,0.18743046646789277
220,0.013290910427806548,0.5924023916274028,1.0072892249341419,0.18701747301064917
221,0.012875217435478526,0.5888962110948633,1.0116299613818862,0.1865986100877724
222,0.01247227110930681,0.5854007941516522,1.015952959465182,0.18617397527385948
223,0.012081738892891639,0.5819163965498257,1.0202581985687371,0.1857436659885459
224,0.011703294671438541,0.5784432661478227,1.0245456597060332,0.18530777947470595
225,0.01133661871398914,0.5749816430075206,1.0288153255016568,0.18486641277683385
226,0.010981397614450345,0.5715317594923195,1.0330671801736104,0.1844196627196202
227,0.010637324231458356,0.5680938403662052,1.0373012095155978,0.18396762588673918
228,0.010304097627114874,0.5646681028937393,1.0415174008792858,0.1835103985998605
229,0.00998142300463395,0.5612547569409243,1.0457157431565418,0.18304807689790029
230,0.009669011644938785,0.5578540050768918,1.0498962267616454,0.1825807565165244
231,0.009366580842248663,0.5544660426763587,1.0540588436134752,0.18210853286791776
232,0.009073853838696962,0.5510910580227995,1.0582035871176716,0.18163150102083211
233,0.008790559758021973,0.5477292324122777,1.0623304521487753,0.18114975568092512
234,0.008516433538372843,0.5443807402578822,1.066439435032343,0.1806633911714021
235,0.008251215864273628,0.5410457491947133,1.0705305335270405,0.18017250141397273
236,0.007994653097788927,0.5377244201853616,1.0746037468067162,0.1796771799101333
237,0.007746497208935073,0.5344169076258247,1.0786590754424548,0.17917751972278534
238,0.007506505705381229,0.531123359451804,1.0826965213846138,0.1786736134582008
239,0.007274441561485115,0.5278439172453263,1.086716087944845,0.17816555324834327
240,0.007050073146708335,0.5245787163416339,1.0907177797781025,0.17765343073355502
241,0.0068331741534565235,0.5213278859362855,1.0947016028646397,0.177137337045618
242,0.00662352352438964,0.5180915491924141,1.0986675644919988,0.17661736279119725
243,0.006420905379247873,0.514869823348084,1.102615673236993,0.17609359803567498
244,0.006225108941238605,0.5116628198236918,1.1065459389476877,0.17556613228738174
245,0.006035928463029883,0.5084706443293575,1.1104583727253803,0.17503505448223214
246,0.005853163152395723,0.5052933969722491,1.1143529869065838,0.17450045296877123
247,0.005676617097558455,0.5021311723637873,1.1182297950450168,0.17396241549363728
248,0.005506099192273059,0.49898405972667814,1.1220888118936028,0.1734210291874461
249,0.005341423060698227,0.4958521430017173,1.1259300533864824,0.17287638055110216
250,0.005182406982098533,0.49273550095431784,1.1297535366210434,0.17232855544254036
251,0.0050288738154217125,0.4896342072807064,1.1335592798399694,0.17177763906390253
252,0.00488065092379465,0.4865483307137398,1.1373473024133138,0.1712237159491518
253,0.004737570098981181,0.48347793512829096,1.1411176248206,0.17066686995212788
254,0.004599467485844275,0.48042307964615566,1.1448702686329548,0.1701071842350453
255,0.004466183506854615,0.477383818740433,1.1486052564952753,0.1695447412574371
256,0.004337562786686949,0.474360202339332,1.1523226121084367,0.16897962276554443
257,0.004213454076944928,0.4713522759293591,1.156022360211542,0.16841190978215392
258,0.004093710181054452,0.46836008065784235,1.1597045265642203,0.16784168259688279
259,0.0039781878793647705,0.4653836534347487,1.1633691379289746,0.16726902075691175
260,0.0038667478544958255,0.462423027033752,1.1670162220535862,0.16669400305816562
261,0.0037592546169694895,0.45947823019251177,1.1706458076535782,0.1661167075369403
262,0.003655576431161499,0.4565492877121223,1.1742579243947406,0.16553721146197528
263,0.0035555852416099916,0.4536362205556943,1.1778526028757257,0.16495559132696977
264,0.003459156599715644,0.45073904594603226,1.1814298746107115,0.16437192284354038
265,0.0033661695908674583,0.4478577774623716,1.184989772012143,0.1637862809346179
266,0.0032765067620272666,0.44499242513614184,1.1885323283735507,0.16319873972828014
267,0.0031900540498050415,0.4421429955457229,1.192057577852454,0.16260937255201802
268,0.0031067007090560656,0.4393094919101632,1.1955655554533502,0.1620182519274306
269,0.00302633924202999,0.43649191418182975,1.1990562970107945,0.16142544956534577
270,0.002948865328100749,0.4336902591379615,1.202529839172576,0.1608310363613617
271,0.002874177754105228,0.4309045204710994,1.2059862193829902,0.16023508239180506
272,0.0028021783453175022,0.42813468887836714,1.2094254758662148,0.1596376569101004
273,0.0027327718970843657,0.4253807521495791,1.2128476476097905,0.1590388283435459
274,0.002665866107146759,0.42264269525415205,1.2162527743482112,0.1584386642904898
275,0.0026013715086706094,0.4199205004268002,1.2196408965466272,0.15783723151790172
276,0.002539201404009454,0.4172141472519936,1.223012055384664,0.15723459595933273
277,0.0024792717992201214,0.41452361274716143,1.2263662927403602,0.15663082271325804
278,0.0024215013393516054,0.4118488714446239,1.2297036511742288,0.15602597604179552
279,0.0023658112445261482,0.40918989547223666,1.2330241739134435,0.15542011936979355
280,0.0023121252468304315,0.4065466546327343,1.2363279048361542,0.15481331528428097
281,0.002260369528033652,0.4039191164817603,1.239614888455934,0.15420562553427208
282,0.0022104726581481486,0.40130724640457194,1.2428851699063606,0.15359711103091941
283,0.002162365534847144,0.39871100769141077,1.2461387949257354,0.15298783184800668
284,0.0021159813237530607,0.3961303616115298,1.249375809841943,0.1523778472227742
285,0.002071255399608796,0.3935652674858706,1.2525962615574515,0.15176721555706907
286,0.0020281252883432507,0.39101568275838416,1.2558001975344604,0.15115599441881222
287,0.00198653061004136,0.38848156306599135,1.2589876657801933,0.15054424054377413
288,0.0019464130228278105,0.38596286230717936,1.2621587148323419,0.14993200983765115
289,0.0019077161676726087,0.38345953270923205,1.2653133937446612,0.14931935737843444
290,0.0018703856141256418,0.3809715248940936,1.2684517520727183,0.1487063374190627
291,0.0018343688069863769,0.3784987879428656,1.2715738398597973,0.148093003390351
292,0.0017996150139138623,0.37604126945893906,1.2746797076229608,0.14747940790418662
293,0.0017660752739812402,0.37359891562976366,1.2777694063392715,0.146865602756984
294,0.0017337023471780371,0.3711716712872581,1.2808429874321743,0.14625163893339008
295,0.001702450664862581,0.3687594799668663,1.28390050275804,0.14563756661023156
296,0.0016722762811660066,0.36636228396526516,1.2869420045928737,0.14502343516069555
297,0.0016431368253484275,0.36398002439672955,1.289967545619187,0.1444092931587354
298,0.0016149914551070199,0.3616126412481639,1.2929771789130367,0.14379518838369287
299,0.0015878008108349277,0.3592600734328071,1.2959709579312302,0.14318116782512827
300,0.00156152697082911,0.3569222588426213,1.2989489364986995,0.14256727768785057
301,0.0015361334074444758,0.35459913439937424,1.3019111687960432,0.1419535633971387
302,0.0015115849441909048,0.3522906361044259,1.304857709347238,0.14134006960414575
303,0.001487847713769035,0.34999669908723197,1.3077886130075214,0.1407268401914782
304,0.001464889117040003,0.34771725765257566,1.3107039349514433,0.14011391827894157
305,0.0014426777829236567,0.345452245326542,1.3136037306610902,0.13950134622944482
306,0.001421183529219124,0.3432015949012473,1.3164880559144791,0.13888916565505513
307,0.0014003773243410017,0.34096523847833926,1.319356966774125,0.13827741742319555
308,0.0013802312499638539,0.3387431075112821,1.3222105195757776,0.1376661416629773
309,0.0013607184645671414,0.3365351328464424,1.325048770917332,0.13705537777165952
310,0.0013418131678721815,0.33434124476299165,1.3278717776479088,0.13644516442122834
311,0.0013234905661622279,0.33216137301164256,1.3306795968571077,0.1358355395650885
312,0.001305726838476288,0.3299954468522347,1.3334722858644306,0.13522654044485943
313,0.001288499103666846,0.32784339509018884,1.336249902208876,0.13461820359726917
314,0.0012717853883112298,0.3257051461118459,1.3390125036387048,0.13401056486113888
315,0.0012555645954659756,0.32358062791870984,1.3417601481013741,0.13340365938445092
316,0.0012398164742531608,0.32146976816061196,1.3444928937336418,0.13279752163149397
317,0.0012245215902673392,0.3193724941678161,1.3472107988518391,0.13219218539007824
318,0.0012096612967913898,0.317288732982083,1.349913921942312,0.1315876837788145
319,0.0011952177068092948,0.3152184113867134,1.3526023216520275,0.13098404925445056
320,0.0011811736658035958,0.3131614559355889,1.3552760567793491,0.1303813136192591
321,0.001167512725325025,0.3111177929812301,1.3579351862649751,0.1297795080284704
322,0.0011542191173215927,0.3090873487018917,1.3605797691830424,0.12917866299774494
323,0.0011412777292142062,0.3070700491277142,1.363209864732393,0.12857880841067929
324,0.0011286740797057204,0.3050658201659521,1.3658255322280024,0.1279799735263403
325,0.0011163942953101669,0.303074587625298,1.3684268310925702,0.12738218698682197
326,0.00110442508758877,0.3010962772393232,1.3710138208482685,0.12678547682481994
327,0.0010927537310792485,0.2991308146890538,1.3735865611086489,0.12618987047121843
328,0.0010813680419048052,0.2971781256247026,1.3761451115707082,0.12559539476268483
329,0.0010702563570491367,0.2952381356865768,1.3786895320071073,0.12500207594926704
330,0.0010594075142837348,0.29331077052518073,1.3812198822585464,0.12440993970198932
331,0.00104881083273372,0.29139595582053335,1.3837362222262912,0.12381901112044194
332,0.0010384560940684248,0.2894936173007203,1.3862386118648509,0.12322931474036049
333,0.0010283335243029433,0.28760368075970005,1.388727111174806,0.12264087454119094
334,0.0010184337761968741,0.2857260720743826,1.3912017801957843,0.12205371395363623
335,0.0010087479122365209,0.2838607172210008,1.3936626789995816,0.12146785586718092
336,0.0009992673881868484,0.282007542290793,1.39610986768343,0.12088332263759011
337,0.0009899840371995587,0.2801664735050149,1.3985434063634063,0.12030013609437923
338,0.0009808900544637205,0.27833743722930115,1.4009633551679836,0.11971831754825149
339,0.0009719779823854692,0.27652035998739266,1.4033697742317222,0.11913788779849971
340,0.000963240696283394,0.27471516847424954,1.4057627236890975,0.1185588671403696
341,0.0009546713905863365,0.27292178956856694,1.408142263668465,0.11798127537238172
342,0.0009462635655204432,0.27114015034471134,1.410508454286159,0.11740513180360922
